,Date,Hour,SUMS
2122,29.03.2016,10,528.537
2123,29.03.2016,11,565.206
2124,29.03.2016,12,487.427
2125,29.03.2016,13,370.252
2126,29.03.2016,14,301.711
2127,29.03.2016,15,149.864
2128,29.03.2016,16,33.357
2129,29.03.2016,17,0.984
2130,29.03.2016,18,0
2131,29.03.2016,19,0
2132,29.03.2016,20,0
2133,29.03.2016,21,0
2134,29.03.2016,22,0
2135,29.03.2016,23,0
2136,30.03.2016,0,0
2137,30.03.2016,1,0
2138,30.03.2016,2,0
2139,30.03.2016,3,0
2140,30.03.2016,4,0
2141,30.03.2016,5,3.008
2142,30.03.2016,6,26.22
2143,30.03.2016,7,125.798
2144,30.03.2016,8,228.243
2145,30.03.2016,9,256.046
2146,30.03.2016,10,412.771
2147,30.03.2016,11,482.743
2148,30.03.2016,12,379.108
2149,30.03.2016,13,304.799
2150,30.03.2016,14,145.922
2151,30.03.2016,15,130.273
2152,30.03.2016,16,42.812
2153,30.03.2016,17,0.821
2154,30.03.2016,18,0
2155,30.03.2016,19,0
2156,30.03.2016,20,0
2157,30.03.2016,21,0
2158,30.03.2016,22,0
2159,30.03.2016,23,0
2160,31.03.2016,0,0
2161,31.03.2016,1,0
2162,31.03.2016,2,0
2163,31.03.2016,3,0
2164,31.03.2016,4,0
2165,31.03.2016,5,13.532
2166,31.03.2016,6,140.776
2167,31.03.2016,7,301.305
2168,31.03.2016,8,408.115
2169,31.03.2016,9,506.18
2170,31.03.2016,10,546.407
2171,31.03.2016,11,550.211
2172,31.03.2016,12,515.628
2173,31.03.2016,13,446.407
2174,31.03.2016,14,320.708
2175,31.03.2016,15,102.807
2176,31.03.2016,16,18.997
2177,31.03.2016,17,0.75
2178,31.03.2016,18,0
2179,31.03.2016,19,0
2180,31.03.2016,20,0
2181,31.03.2016,21,0
2182,31.03.2016,22,0
2183,31.03.2016,23,0
2184,01.04.2016,0,0
2185,01.04.2016,1,0
2186,01.04.2016,2,0
2187,01.04.2016,3,0
2188,01.04.2016,4,0
2189,01.04.2016,5,13.073
2190,01.04.2016,6,32.586
2191,01.04.2016,7,83.85
2192,01.04.2016,8,92.058
2193,01.04.2016,9,87.786
2194,01.04.2016,10,202.2
2195,01.04.2016,11,172.822
2196,01.04.2016,12,117.1
2197,01.04.2016,13,139.643
2198,01.04.2016,14,113.468
2199,01.04.2016,15,50.411
2200,01.04.2016,16,24.86
2201,01.04.2016,17,0.887
2202,01.04.2016,18,0
2203,01.04.2016,19,0
2204,01.04.2016,20,0
2205,01.04.2016,21,0
2206,01.04.2016,22,0
2207,01.04.2016,23,0
2208,02.04.2016,0,0
2209,02.04.2016,1,0
2210,02.04.2016,2,0
2211,02.04.2016,3,0
2212,02.04.2016,4,0
2213,02.04.2016,5,15.178
2214,02.04.2016,6,120.731
2215,02.04.2016,7,250.975
2216,02.04.2016,8,380.418
2217,02.04.2016,9,501.721
2218,02.04.2016,10,559.902
2219,02.04.2016,11,565.41
2220,02.04.2016,12,524.138
2221,02.04.2016,13,451.099
2222,02.04.2016,14,340.591
2223,02.04.2016,15,190.723
2224,02.04.2016,16,50.044
2225,02.04.2016,17,1.678
2226,02.04.2016,18,0
2227,02.04.2016,19,0
2228,02.04.2016,20,0
2229,02.04.2016,21,0
2230,02.04.2016,22,0
2231,02.04.2016,23,0
2232,03.04.2016,0,0
2233,03.04.2016,1,0
2234,03.04.2016,2,0
2235,03.04.2016,3,0
2236,03.04.2016,4,0
2237,03.04.2016,5,19.462
2238,03.04.2016,6,143.774
2239,03.04.2016,7,292.771
2240,03.04.2016,8,395.009
2241,03.04.2016,9,465.947
2242,03.04.2016,10,482.766
2243,03.04.2016,11,493.772
2244,03.04.2016,12,480.298
2245,03.04.2016,13,421.499
2246,03.04.2016,14,322.392
2247,03.04.2016,15,187.274
2248,03.04.2016,16,48.58
2249,03.04.2016,17,1.676
2250,03.04.2016,18,0
2251,03.04.2016,19,0
2252,03.04.2016,20,0
2253,03.04.2016,21,0
2254,03.04.2016,22,0
2255,03.04.2016,23,0
2256,04.04.2016,0,0
2257,04.04.2016,1,0
2258,04.04.2016,2,0
2259,04.04.2016,3,0
2260,04.04.2016,4,0
2261,04.04.2016,5,13.149
2262,04.04.2016,6,120.678
2263,04.04.2016,7,245.641
2264,04.04.2016,8,396.983
2265,04.04.2016,9,488.289
2266,04.04.2016,10,534.621
2267,04.04.2016,11,531.613
2268,04.04.2016,12,425.095
2269,04.04.2016,13,375
2270,04.04.2016,14,215.752
2271,04.04.2016,15,132.724
2272,04.04.2016,16,40.084
2273,04.04.2016,17,1.487
2274,04.04.2016,18,0
2275,04.04.2016,19,0
2276,04.04.2016,20,0
2277,04.04.2016,21,0
2278,04.04.2016,22,0
2279,04.04.2016,23,0
2280,05.04.2016,0,0
2281,05.04.2016,1,0
2282,05.04.2016,2,0
2283,05.04.2016,3,0
2284,05.04.2016,4,0
2285,05.04.2016,5,20.254
2286,05.04.2016,6,139.829
2287,05.04.2016,7,283.107
2288,05.04.2016,8,399.761
2289,05.04.2016,9,440.969
2290,05.04.2016,10,474.689
2291,05.04.2016,11,398.508
2292,05.04.2016,12,260.913
2293,05.04.2016,13,199.46
2294,05.04.2016,14,180.054
2295,05.04.2016,15,132.221
2296,05.04.2016,16,40.32
2297,05.04.2016,17,2.259
2298,05.04.2016,18,0
2299,05.04.2016,19,0
2300,05.04.2016,20,0
2301,05.04.2016,21,0
2302,05.04.2016,22,0
2303,05.04.2016,23,0
2304,06.04.2016,0,0
2305,06.04.2016,1,0
2306,06.04.2016,2,0
2307,06.04.2016,3,0
2308,06.04.2016,4,0
2309,06.04.2016,5,4.026
2310,06.04.2016,6,41.855
2311,06.04.2016,7,40.158
2312,06.04.2016,8,102.264
2313,06.04.2016,9,211.588
2314,06.04.2016,10,187.352
2315,06.04.2016,11,175.727
2316,06.04.2016,12,134.018
2317,06.04.2016,13,179.889
2318,06.04.2016,14,192.379
2319,06.04.2016,15,74.929
2320,06.04.2016,16,36.983
2321,06.04.2016,17,1.485
2322,06.04.2016,18,0
2323,06.04.2016,19,0
2324,06.04.2016,20,0
2325,06.04.2016,21,0
2326,06.04.2016,22,0
2327,06.04.2016,23,0
2328,07.04.2016,0,0
2329,07.04.2016,1,0
2330,07.04.2016,2,0
2331,07.04.2016,3,0
2332,07.04.2016,4,0
2333,07.04.2016,5,4.745
2334,07.04.2016,6,52.564
2335,07.04.2016,7,97.059
2336,07.04.2016,8,103.276
2337,07.04.2016,9,181.622
2338,07.04.2016,10,149.937
2339,07.04.2016,11,149.924
2340,07.04.2016,12,112.91
2341,07.04.2016,13,98.922
2342,07.04.2016,14,44.151
2343,07.04.2016,15,46.178
2344,07.04.2016,16,20.616
2345,07.04.2016,17,1.319
2346,07.04.2016,18,0
2347,07.04.2016,19,0
2348,07.04.2016,20,0
2349,07.04.2016,21,0
2350,07.04.2016,22,0
2351,07.04.2016,23,0
2352,08.04.2016,0,0
2353,08.04.2016,1,0
2354,08.04.2016,2,0
2355,08.04.2016,3,0
2356,08.04.2016,4,0
2357,08.04.2016,5,7.723
2358,08.04.2016,6,37.111
2359,08.04.2016,7,40.511
2360,08.04.2016,8,67.199
2361,08.04.2016,9,103.216
2362,08.04.2016,10,176.919
2363,08.04.2016,11,125.276
2364,08.04.2016,12,109.079
2365,08.04.2016,13,87.724
2366,08.04.2016,14,64.133
2367,08.04.2016,15,44.137
2368,08.04.2016,16,12.738
2369,08.04.2016,17,0.541
2370,08.04.2016,18,0
2371,08.04.2016,19,0
2372,08.04.2016,20,0
2373,08.04.2016,21,0
2374,08.04.2016,22,0
2375,08.04.2016,23,0
2376,09.04.2016,0,0
2377,09.04.2016,1,0
2378,09.04.2016,2,0
2379,09.04.2016,3,0
2380,09.04.2016,4,0
2381,09.04.2016,5,4.433
2382,09.04.2016,6,27.776
2383,09.04.2016,7,49.86
2384,09.04.2016,8,73.125
2385,09.04.2016,9,73.998
2386,09.04.2016,10,231.555
2387,09.04.2016,11,152.86
2388,09.04.2016,12,208.871
2389,09.04.2016,13,120.072
2390,09.04.2016,14,76.087
2391,09.04.2016,15,56.93
2392,09.04.2016,16,14.714
2393,09.04.2016,17,0.597
2394,09.04.2016,18,0
2395,09.04.2016,19,0
2396,09.04.2016,20,0
2397,09.04.2016,21,0
2398,09.04.2016,22,0
2399,09.04.2016,23,0
2400,10.04.2016,0,0
2401,10.04.2016,1,0
2402,10.04.2016,2,0
2403,10.04.2016,3,0
2404,10.04.2016,4,0
2405,10.04.2016,5,10.792
2406,10.04.2016,6,130.193
2407,10.04.2016,7,170.524
2408,10.04.2016,8,331.949
2409,10.04.2016,9,281.739
2410,10.04.2016,10,229.918
2411,10.04.2016,11,254.72
2412,10.04.2016,12,151.002
2413,10.04.2016,13,156.716
2414,10.04.2016,14,178.549
2415,10.04.2016,15,115.748
2416,10.04.2016,16,41.158
2417,10.04.2016,17,2.771
2418,10.04.2016,18,0
2419,10.04.2016,19,0
2420,10.04.2016,20,0
2421,10.04.2016,21,0
2422,10.04.2016,22,0
2423,10.04.2016,23,0
2424,11.04.2016,0,0
2425,11.04.2016,1,0
2426,11.04.2016,2,0
2427,11.04.2016,3,0
2428,11.04.2016,4,0
2429,11.04.2016,5,31.489
2430,11.04.2016,6,177.496
2431,11.04.2016,7,334.267
2432,11.04.2016,8,452.09
2433,11.04.2016,9,538.187
2434,11.04.2016,10,576.485
2435,11.04.2016,11,584.037
2436,11.04.2016,12,541.74
2437,11.04.2016,13,455.98
2438,11.04.2016,14,305.593
2439,11.04.2016,15,178.185
2440,11.04.2016,16,52.11
2441,11.04.2016,17,3.072
2442,11.04.2016,18,0
2443,11.04.2016,19,0
2444,11.04.2016,20,0
2445,11.04.2016,21,0
2446,11.04.2016,22,0
2447,11.04.2016,23,0
2448,12.04.2016,0,0
2449,12.04.2016,1,0
2450,12.04.2016,2,0
2451,12.04.2016,3,0
2452,12.04.2016,4,0
2453,12.04.2016,5,23.683
2454,12.04.2016,6,67.66
2455,12.04.2016,7,174.456
2456,12.04.2016,8,296.379
2457,12.04.2016,9,325.599
2458,12.04.2016,10,461.692
2459,12.04.2016,11,401.516
2460,12.04.2016,12,426.686
2461,12.04.2016,13,414.644
2462,12.04.2016,14,336.882
2463,12.04.2016,15,191.627
2464,12.04.2016,16,50.988
2465,12.04.2016,17,2.839
2466,12.04.2016,18,0
2467,12.04.2016,19,0
2468,12.04.2016,20,0
2469,12.04.2016,21,0
2470,12.04.2016,22,0
2471,12.04.2016,23,0
2472,13.04.2016,0,0
2473,13.04.2016,1,0
2474,13.04.2016,2,0
2475,13.04.2016,3,0
2476,13.04.2016,4,0
2477,13.04.2016,5,32.333
2478,13.04.2016,6,158.164
2479,13.04.2016,7,291.707
2480,13.04.2016,8,417.887
2481,13.04.2016,9,510.534
2482,13.04.2016,10,562.646
2483,13.04.2016,11,533.217
2484,13.04.2016,12,400.804
2485,13.04.2016,13,286.561
2486,13.04.2016,14,62.833
2487,13.04.2016,15,41.661
2488,13.04.2016,16,7.838
2489,13.04.2016,17,3.069
2490,13.04.2016,18,0
2491,13.04.2016,19,0
2492,13.04.2016,20,0
2493,13.04.2016,21,0
2494,13.04.2016,22,0
2495,13.04.2016,23,0
2496,14.04.2016,0,0
2497,14.04.2016,1,0
2498,14.04.2016,2,0
2499,14.04.2016,3,0
2500,14.04.2016,4,0
2501,14.04.2016,5,18.404
2502,14.04.2016,6,49.528
2503,14.04.2016,7,143.713
2504,14.04.2016,8,190.754
2505,14.04.2016,9,319.621
2506,14.04.2016,10,316.814
2507,14.04.2016,11,360.761
2508,14.04.2016,12,294.401
2509,14.04.2016,13,271.368
2510,14.04.2016,14,228.025
2511,14.04.2016,15,152.909
2512,14.04.2016,16,50.84
2513,14.04.2016,17,4.167
2514,14.04.2016,18,0
2515,14.04.2016,19,0
2516,14.04.2016,20,0
2517,14.04.2016,21,0
2518,14.04.2016,22,0
2519,14.04.2016,23,0
2520,15.04.2016,0,0
2521,15.04.2016,1,0
2522,15.04.2016,2,0
2523,15.04.2016,3,0
2524,15.04.2016,4,0.768
2525,15.04.2016,5,19.879
2526,15.04.2016,6,46.174
2527,15.04.2016,7,114.925
2528,15.04.2016,8,211.139
2529,15.04.2016,9,262.448
2530,15.04.2016,10,234.977
2531,15.04.2016,11,200.913
2532,15.04.2016,12,179.245
2533,15.04.2016,13,242.362
2534,15.04.2016,14,240.056
2535,15.04.2016,15,92.596
2536,15.04.2016,16,47.465
2537,15.04.2016,17,5.983
2538,15.04.2016,18,0
2539,15.04.2016,19,0
2540,15.04.2016,20,0
2541,15.04.2016,21,0
2542,15.04.2016,22,0
2543,15.04.2016,23,0
2544,16.04.2016,0,0
2545,16.04.2016,1,0
2546,16.04.2016,2,0
2547,16.04.2016,3,0
2548,16.04.2016,4,1.124
2549,16.04.2016,5,37.84
2550,16.04.2016,6,172.849
2551,16.04.2016,7,235.928
2552,16.04.2016,8,332.273
2553,16.04.2016,9,438.903
2554,16.04.2016,10,422.11
2555,16.04.2016,11,402.984
2556,16.04.2016,12,396.509
2557,16.04.2016,13,290.559
2558,16.04.2016,14,260.582
2559,16.04.2016,15,142.464
2560,16.04.2016,16,36.652
2561,16.04.2016,17,2.77
2562,16.04.2016,18,0
2563,16.04.2016,19,0
2564,16.04.2016,20,0
2565,16.04.2016,21,0
2566,16.04.2016,22,0
2567,16.04.2016,23,0
2568,17.04.2016,0,0
2569,17.04.2016,1,0
2570,17.04.2016,2,0
2571,17.04.2016,3,0
2572,17.04.2016,4,0.423
2573,17.04.2016,5,10.129
2574,17.04.2016,6,24.955
2575,17.04.2016,7,170.61
2576,17.04.2016,8,185.389
2577,17.04.2016,9,185.224
2578,17.04.2016,10,223.134
2579,17.04.2016,11,158.587
2580,17.04.2016,12,59.15
2581,17.04.2016,13,45.299
2582,17.04.2016,14,29.024
2583,17.04.2016,15,33.937
2584,17.04.2016,16,3.725
2585,17.04.2016,17,0.309
2586,17.04.2016,18,0
2587,17.04.2016,19,0
2588,17.04.2016,20,0
2589,17.04.2016,21,0
2590,17.04.2016,22,0
2591,17.04.2016,23,0
2592,18.04.2016,0,0
2593,18.04.2016,1,0
2594,18.04.2016,2,0
2595,18.04.2016,3,0
2596,18.04.2016,4,0.213
2597,18.04.2016,5,6.827
2598,18.04.2016,6,35.565
2599,18.04.2016,7,89.524
2600,18.04.2016,8,70.913
2601,18.04.2016,9,136.049
2602,18.04.2016,10,143.057
2603,18.04.2016,11,189.266
2604,18.04.2016,12,214.177
2605,18.04.2016,13,150.526
2606,18.04.2016,14,131.456
2607,18.04.2016,15,114.654
2608,18.04.2016,16,24.615
2609,18.04.2016,17,2.039
2610,18.04.2016,18,0
2611,18.04.2016,19,0
2612,18.04.2016,20,0
2613,18.04.2016,21,0
2614,18.04.2016,22,0
2615,18.04.2016,23,0
2616,19.04.2016,0,0
2617,19.04.2016,1,0
2618,19.04.2016,2,0
2619,19.04.2016,3,0
2620,19.04.2016,4,0.933
2621,19.04.2016,5,24.685
2622,19.04.2016,6,150.828
2623,19.04.2016,7,220.686
2624,19.04.2016,8,405.836
2625,19.04.2016,9,369.911
2626,19.04.2016,10,406.856
2627,19.04.2016,11,332.444
2628,19.04.2016,12,279.033
2629,19.04.2016,13,237.507
2630,19.04.2016,14,146.303
2631,19.04.2016,15,127.664
2632,19.04.2016,16,40.66
2633,19.04.2016,17,5.771
2634,19.04.2016,18,0
2635,19.04.2016,19,0
2636,19.04.2016,20,0
2637,19.04.2016,21,0
2638,19.04.2016,22,0
2639,19.04.2016,23,0
2640,20.04.2016,0,0
2641,20.04.2016,1,0
2642,20.04.2016,2,0
2643,20.04.2016,3,0
2644,20.04.2016,4,1.663
2645,20.04.2016,5,41.152
2646,20.04.2016,6,172.506
2647,20.04.2016,7,321.522
2648,20.04.2016,8,452.444
2649,20.04.2016,9,456.293
2650,20.04.2016,10,528.516
2651,20.04.2016,11,581.579
2652,20.04.2016,12,541.501
2653,20.04.2016,13,468.697
2654,20.04.2016,14,358.198
2655,20.04.2016,15,214.979
2656,20.04.2016,16,61.359
2657,20.04.2016,17,6.097
2658,20.04.2016,18,0
2659,20.04.2016,19,0
2660,20.04.2016,20,0
2661,20.04.2016,21,0
2662,20.04.2016,22,0
2663,20.04.2016,23,0
2664,21.04.2016,0,0
2665,21.04.2016,1,0
2666,21.04.2016,2,0
2667,21.04.2016,3,0
2668,21.04.2016,4,2.034
2669,21.04.2016,5,45.024
2670,21.04.2016,6,194.957
2671,21.04.2016,7,345.141
2672,21.04.2016,8,463.354
2673,21.04.2016,9,541.164
2674,21.04.2016,10,573.26
2675,21.04.2016,11,573.291
2676,21.04.2016,12,544.407
2677,21.04.2016,13,468.163
2678,21.04.2016,14,355.275
2679,21.04.2016,15,210.835
2680,21.04.2016,16,60.64
2681,21.04.2016,17,6.339
2682,21.04.2016,18,0
2683,21.04.2016,19,0
2684,21.04.2016,20,0
2685,21.04.2016,21,0
2686,21.04.2016,22,0
2687,21.04.2016,23,0
2688,22.04.2016,0,0
2689,22.04.2016,1,0
2690,22.04.2016,2,0
2691,22.04.2016,3,0
2692,22.04.2016,4,2.997
2693,22.04.2016,5,44.475
2694,22.04.2016,6,189.735
2695,22.04.2016,7,323.822
2696,22.04.2016,8,435.676
2697,22.04.2016,9,491.219
2698,22.04.2016,10,467.442
2699,22.04.2016,11,470.032
2700,22.04.2016,12,431.704
2701,22.04.2016,13,363.623
2702,22.04.2016,14,246.881
2703,22.04.2016,15,183.254
2704,22.04.2016,16,41.995
2705,22.04.2016,17,6.743
2706,22.04.2016,18,0
2707,22.04.2016,19,0
2708,22.04.2016,20,0
2709,22.04.2016,21,0
2710,22.04.2016,22,0
2711,22.04.2016,23,0
2712,23.04.2016,0,0
2713,23.04.2016,1,0
2714,23.04.2016,2,0
2715,23.04.2016,3,0
2716,23.04.2016,4,1.708
2717,23.04.2016,5,28.316
2718,23.04.2016,6,76.405
2719,23.04.2016,7,156.934
2720,23.04.2016,8,227.788
2721,23.04.2016,9,240.284
2722,23.04.2016,10,343.565
2723,23.04.2016,11,338.856
2724,23.04.2016,12,269.067
2725,23.04.2016,13,199.186
2726,23.04.2016,14,127.311
2727,23.04.2016,15,56.9
2728,23.04.2016,16,23.127
2729,23.04.2016,17,1.731
2730,23.04.2016,18,0
2731,23.04.2016,19,0
2732,23.04.2016,20,0
2733,23.04.2016,21,0
2734,23.04.2016,22,0
2735,23.04.2016,23,0
2736,24.04.2016,0,0
2737,24.04.2016,1,0
2738,24.04.2016,2,0
2739,24.04.2016,3,0
2740,24.04.2016,4,2.175
2741,24.04.2016,5,31.284
2742,24.04.2016,6,158.419
2743,24.04.2016,7,170.25
2744,24.04.2016,8,391.813
2745,24.04.2016,9,474.041
2746,24.04.2016,10,509.969
2747,24.04.2016,11,486.593
2748,24.04.2016,12,396.586
2749,24.04.2016,13,363.427
2750,24.04.2016,14,283.718
2751,24.04.2016,15,147.336
2752,24.04.2016,16,60.079
2753,24.04.2016,17,11.934
2754,24.04.2016,18,0
2755,24.04.2016,19,0
2756,24.04.2016,20,0
2757,24.04.2016,21,0
2758,24.04.2016,22,0
2759,24.04.2016,23,0
2760,25.04.2016,0,0
2761,25.04.2016,1,0
2762,25.04.2016,2,0
2763,25.04.2016,3,0
2764,25.04.2016,4,3.009
2765,25.04.2016,5,40.995
2766,25.04.2016,6,110.935
2767,25.04.2016,7,219.49
2768,25.04.2016,8,336.107
2769,25.04.2016,9,479.584
2770,25.04.2016,10,519.735
2771,25.04.2016,11,463.161
2772,25.04.2016,12,443.457
2773,25.04.2016,13,416.406
2774,25.04.2016,14,306.478
2775,25.04.2016,15,177.935
2776,25.04.2016,16,67.155
2777,25.04.2016,17,8.338
2778,25.04.2016,18,0
2779,25.04.2016,19,0
2780,25.04.2016,20,0
2781,25.04.2016,21,0
2782,25.04.2016,22,0
2783,25.04.2016,23,0
2784,26.04.2016,0,0
2785,26.04.2016,1,0
2786,26.04.2016,2,0
2787,26.04.2016,3,0
2788,26.04.2016,4,3.122
2789,26.04.2016,5,41.921
2790,26.04.2016,6,171.052
2791,26.04.2016,7,313.307
2792,26.04.2016,8,308.993
2793,26.04.2016,9,283.11
2794,26.04.2016,10,431.999
2795,26.04.2016,11,423.25
2796,26.04.2016,12,207.72
2797,26.04.2016,13,199.692
2798,26.04.2016,14,154.179
2799,26.04.2016,15,73.765
2800,26.04.2016,16,41.127
2801,26.04.2016,17,6.896
2802,26.04.2016,18,0
2803,26.04.2016,19,0
2804,26.04.2016,20,0
2805,26.04.2016,21,0
2806,26.04.2016,22,0
2807,26.04.2016,23,0
2808,27.04.2016,0,0
2809,27.04.2016,1,0
2810,27.04.2016,2,0
2811,27.04.2016,3,0
2812,27.04.2016,4,3.755
2813,27.04.2016,5,29.873
2814,27.04.2016,6,102.528
2815,27.04.2016,7,241.752
2816,27.04.2016,8,410.313
2817,27.04.2016,9,492.903
2818,27.04.2016,10,598.542
2819,27.04.2016,11,588.977
2820,27.04.2016,12,564.98
2821,27.04.2016,13,480.094
2822,27.04.2016,14,343.841
2823,27.04.2016,15,213.452
2824,27.04.2016,16,68.649
2825,27.04.2016,17,10.869
2826,27.04.2016,18,0
2827,27.04.2016,19,0
2828,27.04.2016,20,0
2829,27.04.2016,21,0
2830,27.04.2016,22,0
2831,27.04.2016,23,0
2832,28.04.2016,0,0
2833,28.04.2016,1,0
2834,28.04.2016,2,0
2835,28.04.2016,3,0
2836,28.04.2016,4,4.693
2837,28.04.2016,5,55.531
2838,28.04.2016,6,174.636
2839,28.04.2016,7,292.168
2840,28.04.2016,8,393.919
2841,28.04.2016,9,459.92
2842,28.04.2016,10,485.418
2843,28.04.2016,11,492.742
2844,28.04.2016,12,448.305
2845,28.04.2016,13,386.81
2846,28.04.2016,14,290.925
2847,28.04.2016,15,180.504
2848,28.04.2016,16,58.747
2849,28.04.2016,17,10.583
2850,28.04.2016,18,0
2851,28.04.2016,19,0
2852,28.04.2016,20,0
2853,28.04.2016,21,0
2854,28.04.2016,22,0
2855,28.04.2016,23,0
2856,29.04.2016,0,0
2857,29.04.2016,1,0
2858,29.04.2016,2,0
2859,29.04.2016,3,0
2860,29.04.2016,4,4.466
2861,29.04.2016,5,53.68
2862,29.04.2016,6,202.385
2863,29.04.2016,7,349.076
2864,29.04.2016,8,464.668
2865,29.04.2016,9,529.811
2866,29.04.2016,10,568.292
2867,29.04.2016,11,567.896
2868,29.04.2016,12,523.705
2869,29.04.2016,13,449.491
2870,29.04.2016,14,304.087
2871,29.04.2016,15,172.504
2872,29.04.2016,16,61.346
2873,29.04.2016,17,10.001
2874,29.04.2016,18,0
2875,29.04.2016,19,0
2876,29.04.2016,20,0
2877,29.04.2016,21,0
2878,29.04.2016,22,0
2879,29.04.2016,23,0
2880,30.04.2016,0,0
2881,30.04.2016,1,0
2882,30.04.2016,2,0
2883,30.04.2016,3,0
2884,30.04.2016,4,4.392
2885,30.04.2016,5,52.616
2886,30.04.2016,6,201.754
2887,30.04.2016,7,344.799
2888,30.04.2016,8,451.381
2889,30.04.2016,9,523.375
2890,30.04.2016,10,564.085
2891,30.04.2016,11,558.283
2892,30.04.2016,12,520.126
2893,30.04.2016,13,446.013
2894,30.04.2016,14,323.76
2895,30.04.2016,15,168.086
2896,30.04.2016,16,60.252
2897,30.04.2016,17,14.161
2898,30.04.2016,18,0
2899,30.04.2016,19,0
2900,30.04.2016,20,0
2901,30.04.2016,21,0
2902,30.04.2016,22,0
2903,30.04.2016,23,0
2904,01.05.2016,0,0
2905,01.05.2016,1,0
2906,01.05.2016,2,0
2907,01.05.2016,3,0
2908,01.05.2016,4,2.622
2909,01.05.2016,5,17.249
2910,01.05.2016,6,44.67
2911,01.05.2016,7,66.186
2912,01.05.2016,8,79.958
2913,01.05.2016,9,79.813
2914,01.05.2016,10,63.562
2915,01.05.2016,11,97.103
2916,01.05.2016,12,143.74
2917,01.05.2016,13,185.197
2918,01.05.2016,14,95.127
2919,01.05.2016,15,56.802
2920,01.05.2016,16,13.642
2921,01.05.2016,17,2.372
2922,01.05.2016,18,0
2923,01.05.2016,19,0
2924,01.05.2016,20,0
2925,01.05.2016,21,0
2926,01.05.2016,22,0
2927,01.05.2016,23,0
2928,02.05.2016,0,0
2929,02.05.2016,1,0
2930,02.05.2016,2,0
2931,02.05.2016,3,0
2932,02.05.2016,4,4.821
2933,02.05.2016,5,41.162
2934,02.05.2016,6,129.954
2935,02.05.2016,7,190.364
2936,02.05.2016,8,165.719
2937,02.05.2016,9,354.44
2938,02.05.2016,10,312.913
2939,02.05.2016,11,279.319
2940,02.05.2016,12,233.703
2941,02.05.2016,13,165.516
2942,02.05.2016,14,142.672
2943,02.05.2016,15,83.712
2944,02.05.2016,16,34.473
2945,02.05.2016,17,9.877
2946,02.05.2016,18,0
2947,02.05.2016,19,0
2948,02.05.2016,20,0
2949,02.05.2016,21,0
2950,02.05.2016,22,0
2951,02.05.2016,23,0
2952,03.05.2016,0,0
2953,03.05.2016,1,0
2954,03.05.2016,2,0
2955,03.05.2016,3,0
2956,03.05.2016,4,3.912
2957,03.05.2016,5,34.41
2958,03.05.2016,6,130.985
2959,03.05.2016,7,250.78
2960,03.05.2016,8,365.265
2961,03.05.2016,9,383.477
2962,03.05.2016,10,441.869
2963,03.05.2016,11,510.438
2964,03.05.2016,12,294.664
2965,03.05.2016,13,245.464
2966,03.05.2016,14,251.052
2967,03.05.2016,15,98.958
2968,03.05.2016,16,36.811
2969,03.05.2016,17,6.677
2970,03.05.2016,18,0
2971,03.05.2016,19,0
2972,03.05.2016,20,0
2973,03.05.2016,21,0
2974,03.05.2016,22,0
2975,03.05.2016,23,0
2976,04.05.2016,0,0
2977,04.05.2016,1,0
2978,04.05.2016,2,0
2979,04.05.2016,3,0
2980,04.05.2016,4,5.032
2981,04.05.2016,5,47.479
2982,04.05.2016,6,186.79
2983,04.05.2016,7,307.372
2984,04.05.2016,8,380.843
2985,04.05.2016,9,473.53
2986,04.05.2016,10,448.847
2987,04.05.2016,11,466.593
2988,04.05.2016,12,331.618
2989,04.05.2016,13,304.332
2990,04.05.2016,14,208.083
2991,04.05.2016,15,130.064
2992,04.05.2016,16,63.514
2993,04.05.2016,17,11.554
2994,04.05.2016,18,0
2995,04.05.2016,19,0
2996,04.05.2016,20,0
2997,04.05.2016,21,0
2998,04.05.2016,22,0
2999,04.05.2016,23,0
3000,05.05.2016,0,0
3001,05.05.2016,1,0
3002,05.05.2016,2,0
3003,05.05.2016,3,0
3004,05.05.2016,4,7.1
3005,05.05.2016,5,55.809
3006,05.05.2016,6,192.205
3007,05.05.2016,7,338.783
3008,05.05.2016,8,388.792
3009,05.05.2016,9,331.614
3010,05.05.2016,10,275.918
3011,05.05.2016,11,260.242
3012,05.05.2016,12,265.971
3013,05.05.2016,13,252.116
3014,05.05.2016,14,249.552
3015,05.05.2016,15,170.411
3016,05.05.2016,16,53.809
3017,05.05.2016,17,11.99
3018,05.05.2016,18,0
3019,05.05.2016,19,0
3020,05.05.2016,20,0
3021,05.05.2016,21,0
3022,05.05.2016,22,0
3023,05.05.2016,23,0
3024,06.05.2016,0,0
3025,06.05.2016,1,0
3026,06.05.2016,2,0
3027,06.05.2016,3,0
3028,06.05.2016,4,6.818
3029,06.05.2016,5,56.855
3030,06.05.2016,6,203.312
3031,06.05.2016,7,340.97
3032,06.05.2016,8,454.13
3033,06.05.2016,9,524.018
3034,06.05.2016,10,553.788
3035,06.05.2016,11,551.943
3036,06.05.2016,12,502.884
3037,06.05.2016,13,433.72
3038,06.05.2016,14,334.904
3039,06.05.2016,15,206.918
3040,06.05.2016,16,61.752
3041,06.05.2016,17,11.565
3042,06.05.2016,18,0
3043,06.05.2016,19,0
3044,06.05.2016,20,0
3045,06.05.2016,21,0
